blind_id,model_id,precision,item_id,item_type,mode,source_pdf,row_sha256,words,output_tokens,input_tokens,generation_seconds,output_tokens_per_second,cap,empty,gpu,selected_option,reference_option,initial_format_parse_status,strict_score,partial_credit,criteria_coverage,primary_score,label,review_required,incorrect_addition,quote_verbatim,extraction_method,mcq_uncertain,reason,judge,answer_sha256,source_row_sha256,parsed_option
f7b464b6d6cb97b8b8cea5a6,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_ped_spindles_mcq,mcq,no_rag,AASM Scoring Version 3_searchable.pdf,8a85b550021e7082752cb209194da6ff064823af3a69ca4820c57c4bb49ee88a,25.0,37.0,186.0,0.6778524201363325,54.58415268703829,False,False,NVIDIA RTX A6000,B,B,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
ae8f331839ca7c6dfc22935f,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_ped_spindles_mcq,mcq,with_rag,AASM Scoring Version 3_searchable.pdf,9e2abd694d7a8ee7240feaae1645ccec4351b8817324a5621502794e0376afd0,39.0,52.0,1943.0,1.0006231321021914,51.96761730938013,False,False,NVIDIA RTX A6000,B,B,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
271d90032f51e8f3dce4ccbc,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_sleep_paralysis_72cdbb4bc553e35b,criteria_qa,no_rag,ICSD-3-TR_2023_searchable.pdf,6a59f4c50239f195feecdc58a0ed450b780580d11355261023c8195cf9bc0dd7,860.0,1024.0,136.0,18.718066971749067,54.7065036974977,True,False,NVIDIA RTX A6000,,,,0.0,0.0,0.125,0.125,incorrect,True,True,True,,False,"The response fails to provide the true ICSD-3-TR criteria, hallucinates fabricated requirements, and enters a repetitive loop.",Original Gemini 3.8 Flash assessment / choice extraction,,,
2a1029f8f47574864b4ee6f4,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_sleep_paralysis_72cdbb4bc553e35b,criteria_qa,with_rag,ICSD-3-TR_2023_searchable.pdf,8d83276b397c9878da6ea7be601fccd86227b2e1fb0fa5cb0a2f3d3d04f93bef,321.0,422.0,2173.0,7.767716744914651,54.32741870721198,False,False,NVIDIA RTX A6000,,,,1.0,1.0,1.0,1.0,correct,False,False,True,,False,The response accurately and fully lists all four ICSD-3-TR diagnostic criteria for recurrent isolated sleep paralysis without incorrect additions.,Original Gemini 3.8 Flash assessment / choice extraction,,,
c3b4428201712adb57341f61,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_insufficient_sleep_107f31442f328fc2,criteria_qa,with_rag,ICSD-3-TR_2023_searchable.pdf,206263f2fdd26ae91cab1751155d5528a0759cda991e07bc4802021ed3a45174,262.0,335.0,1586.0,6.144555199891329,54.51981292411934,False,False,NVIDIA RTX A6000,,,,0.0,0.5,0.6666666666666666,0.6666666666666666,partial,True,False,True,,False,"The response accurately covers criteria A through F, but omits the requirement that criteria A-F must be met and both supplementary notes included in the reference criteria.",Original Gemini 3.8 Flash assessment / choice extraction,,,
edf96472729471d65d7c0fd1,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_insufficient_sleep_107f31442f328fc2,criteria_qa,no_rag,ICSD-3-TR_2023_searchable.pdf,56df9e408db3fb92b44dd7469d8ecc23bd3bb0a84943e03ea1e908977ebf52f2,830.0,1024.0,136.0,18.64747746102512,54.91359365577735,True,False,NVIDIA RTX A6000,,,,0.0,0.0,0.1666666666666666,0.1666666666666666,incorrect,True,True,True,,False,The model enters a degenerative repetition loop and fails to provide the formal ICSD-3-TR diagnostic criteria.,Original Gemini 3.8 Flash assessment / choice extraction,,,
f5914cef6937495b1ca69cf9,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_parasomnia_unspecified_036e77309614b10a,free_text_qa,no_rag,ICSD-3-TR_2023_searchable.pdf,178583df89e7c29a62438601172fc81ccc9fd6c8f62262d25bd4260427ae5bf7,214.0,284.0,149.0,5.186443520709872,54.75813992111664,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,False,,False,The response fabricates incorrect diagnostic indications rather than stating that it is for unclassifiable parasomnias or suspected parasomnias without a specific diagnosis.,Original Gemini 3.8 Flash assessment / choice extraction,,,
cbe871e1a7fead9f1ad7eb1e,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_parasomnia_unspecified_036e77309614b10a,free_text_qa,with_rag,ICSD-3-TR_2023_searchable.pdf,8ebb804da8580fceecc0fa7a7ab2dd728dfb37971c0a54f1aa42fe0be8558afb,118.0,145.0,1873.0,2.782242940738797,52.11622532196871,False,False,NVIDIA RTX A6000,,,,0.0,0.5,,0.0,partial,True,False,True,,False,"The response conveys that a specific diagnosis cannot be established, but it mischaracterizes the two specific ICSD-3-TR situations (cannot be classified elsewhere, or suspected parasomnia without established diagnosis).",Original Gemini 3.8 Flash assessment / choice extraction,,,
7c3f05caa0eed794524b1c17,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_hypersomnia_medical_0e6851df20d5d018,free_text_qa,no_rag,ICSD-3-TR_2023_searchable.pdf,7c07839615ea5d7d2df47e56ef14668292739e032483426275f9f45e4c049f42,132.0,197.0,188.0,3.7121716905385256,53.06866611318324,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The response fails to state that the MSLT must show fewer than two SOREMPs, incorrectly claiming instead that a delayed SOREMP must be present.",Original Gemini 3.8 Flash assessment / choice extraction,,,
6c92b3801b2ac1b3d7698238,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_hypersomnia_medical_0e6851df20d5d018,free_text_qa,with_rag,ICSD-3-TR_2023_searchable.pdf,dcba8b7a5c946903b622d3ce97812b54b8e5c379b580de99d9b00c3a9a646b0a,157.0,229.0,1842.0,4.340542335063219,52.75838416552725,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The response incorrectly states that two or more SOREMPs and cataplexy must be present, contradicting the requirement of fewer than two SOREMPs.",Original Gemini 3.8 Flash assessment / choice extraction,,,
420630d7fcdeaea3691eeb4b,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_csa_medical_cea267322497c197,mcq,with_rag,ICSD-3-TR_2023_searchable.pdf,774e83aa55eb5d61681be7ba12069be3d89784f144a057d14d8948ca6b7e9ed8,60.0,84.0,1734.0,1.6143868369981649,52.03213881264785,False,False,NVIDIA RTX A6000,C,C,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
7c36860b7d353ef4b9834079,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_csa_medical_cea267322497c197,mcq,no_rag,ICSD-3-TR_2023_searchable.pdf,199094069d11c8a320c75817f1c26882189bab287d0c69238cae91ccc988f706,52.0,75.0,243.0,1.4089681571349502,53.23044358398268,False,False,NVIDIA RTX A6000,A,C,unparsed_or_noncompliant,0.0,0.0,,0.0,incorrect,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
5fabc81dc9d102fe1bdd0168,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_other_insomnia_5fa703649a07e269,mcq,no_rag,ICSD-3-TR_2023_searchable.pdf,c2f9382744782dc64439ec51ea457a8739ac779200192d29196d20ba6345b256,57.0,74.0,224.0,1.397198207676411,52.963136936071926,False,False,NVIDIA RTX A6000,A,D,unparsed_or_noncompliant,0.0,0.0,,0.0,incorrect,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
84b11a8c833cdc6d7b9a697e,meta-llama/Llama-3.2-1B-Instruct,NF4,icsd3tr_v2_other_insomnia_5fa703649a07e269,mcq,with_rag,ICSD-3-TR_2023_searchable.pdf,b6231f62c4d2bd68294f6f40541a1f5b6afa18b85f566b947b640e5d93964868,79.0,95.0,1437.0,1.813753661699593,52.377564829272046,False,False,NVIDIA RTX A6000,,D,unparsed_or_noncompliant,0.0,0.0,,0.0,incorrect,True,False,,unresolved,True,,Original Gemini 3.8 Flash assessment / choice extraction,,,
a511d04b5a870642a0df77b7,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hsat_optional_parameter_mcq_001,mcq,no_rag,AASM Scoring Version 3_searchable.pdf,1b18f6f2546becd2233b39b09373017f967d32351cb35dd1e1c6d62a4828276a,59.0,74.0,193.0,1.4556465800851583,50.83651554738709,False,False,NVIDIA RTX A6000,B,C,unparsed_or_noncompliant,0.0,0.0,,0.0,incorrect,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
def5a870eb0fb3d803eef963,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hsat_optional_parameter_mcq_001,mcq,with_rag,AASM Scoring Version 3_searchable.pdf,c5775cda56f928a57294268cf9a2d05f7f13f69f72087290a9d4b29460892258,79.0,90.0,1875.0,1.7378232879564166,51.78892504417695,False,False,NVIDIA RTX A6000,,C,unparsed_or_noncompliant,0.0,0.0,,0.0,incorrect,True,False,,unresolved,True,,Original Gemini 3.8 Flash assessment / choice extraction,,,
81486061327f23e2013c7bcb,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hsat_rei_formula_001,free_text_qa,with_rag,AASM Scoring Version 3_searchable.pdf,42fcbaa6682ee82ba1ae2b5f2686888f8571b295406dbd9757dce905ecea642c,218.0,311.0,1928.0,6.029665381647646,51.57831825072475,False,False,NVIDIA RTX A6000,,,,1.0,1.0,,1.0,correct,False,False,True,,False,The response accurately provides the calculation formula for the respiratory event index based on monitoring time.,Original Gemini 3.8 Flash assessment / choice extraction,,,
012643eac0d01f70a0b8891b,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hsat_rei_formula_001,free_text_qa,no_rag,AASM Scoring Version 3_searchable.pdf,cfc25e895055d51cb5b6da477f65bd7c9a11e669bfdc9729a7f18c9812c189b0,118.0,155.0,154.0,2.910359550267458,53.25802442030082,False,False,NVIDIA RTX A6000,,,,1.0,1.0,,1.0,correct,False,False,True,,False,"The response accurately defines the REI as the total number of respiratory events divided by the total monitoring time, correctly demonstrating hours in the example.",Original Gemini 3.8 Flash assessment / choice extraction,,,
2667f8a196649a0adca37bff,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hypoventilation_scoring_001,free_text_qa,no_rag,AASM Scoring Version 3_searchable.pdf,7a4fcb850f0eb35e9ad41e410f9d110b820c5860912061bc3134ca8d6d1e0257,271.0,389.0,142.0,7.328279170207679,53.08203890231654,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,False,,False,"The response fails to mention PCO2 or surrogate measurements (>50 mmHg for >25% of sleep time), instead confusing hypoventilation with obstructive sleep apnea metrics.",Original Gemini 3.8 Flash assessment / choice extraction,,,
4d5bfc924a9b9e4db7d0b8bd,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_hypoventilation_scoring_001,free_text_qa,with_rag,AASM Scoring Version 3_searchable.pdf,be0f92ce1e1ac765543a145bb6e969f8e9349420c66feb133201c5a553658c54,241.0,360.0,1676.0,6.881282540038228,52.31582890331372,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The response incorrectly bundles criteria for obesity hypoventilation syndrome, wakefulness hypoventilation, and RERAs as required criteria for scoring hypoventilation during a sleep study.",Original Gemini 3.8 Flash assessment / choice extraction,,,
db1f5762f5978db8985ea738,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_pediatric_pap_central_apnea_001,criteria_qa,no_rag,AASM Scoring Version 3_searchable.pdf,f78a4c1d5ee490523b3254bd6d26d25bdb0382d5e9259318a572dda686bbf82d,866.0,1024.0,166.0,19.682529686950147,52.02583287243456,True,False,NVIDIA RTX A6000,,,,0.0,0.0,0.0,0.0,incorrect,True,True,True,,False,"The response fails to identify the scoring criteria, devolving into repetitive nonsense while providing materially false definitions.",Original Gemini 3.8 Flash assessment / choice extraction,,,
55b2e49986dd8e52e99bc494,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm3_pediatric_pap_central_apnea_001,criteria_qa,with_rag,AASM Scoring Version 3_searchable.pdf,90d1d601b745bc8002cf9399e01a2cda79d38022a27963a1c30d38b6d2d8300e,90.0,121.0,1795.0,2.393139036372304,50.56120775306925,False,False,NVIDIA RTX A6000,,,,1.0,1.0,1.0,1.0,correct,False,False,True,,False,The response accurately covers all three required criteria without any incorrect additions.,Original Gemini 3.8 Flash assessment / choice extraction,,,
52dd9c2caf99a02c8c5ab203,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_001,mcq,with_rag,AASM Scoring Version 3_searchable.pdf,1fe844df0c4d75df193cb0d1f9d0ecb839afdc248a937f856f3e52931f1d3719,61.0,84.0,1796.0,1.656175040639937,50.71927660952001,False,False,NVIDIA RTX A6000,A,A,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
bf36ee4ba92c62922bbb2f80,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_001,mcq,no_rag,AASM Scoring Version 3_searchable.pdf,1bc76caf4cffeca804614f3532f550cb0e1cde37a10abef9529b03b5570922dc,90.0,116.0,253.0,2.216113484464586,52.34388979318253,False,False,NVIDIA RTX A6000,A,A,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
537c0a88eea2eb000b8cbd86,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_002,criteria_qa,no_rag,AASM Scoring Version 3_searchable.pdf,154b0436d55d6a54f8d5f58b636127bfc90e945f59885bab404d77899e612648,161.0,206.0,139.0,3.8856269530951977,53.01589743089087,False,False,NVIDIA RTX A6000,,,,0.0,0.0,0.0,0.0,incorrect,True,True,True,,False,"The response completely misses the standard AASM scoring criteria regarding chin EMG amplitude and epoch duration, fabricating entirely incorrect criteria.",Original Gemini 3.8 Flash assessment / choice extraction,,,
e943fabdf7c2011e58e36f16,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_002,criteria_qa,with_rag,AASM Scoring Version 3_searchable.pdf,fdbcc876362a1ce9bd8cb9f5faa105a57ea970f8680e7a7ef8b369d006d048ff,251.0,324.0,1730.0,6.169899941422045,52.51300719235394,False,False,NVIDIA RTX A6000,,,,1.0,1.0,1.0,1.0,correct,False,False,True,,False,"The response accurately covers both reference criteria for sustained muscle activity in REM sleep, with harmless extra detail regarding transient muscle activity.",Original Gemini 3.8 Flash assessment / choice extraction,,,
072fd60519cd5ed6238588fb,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_003,mcq,no_rag,AASM Scoring Version 3_searchable.pdf,ae67244dc1b4d2e9a93fb391a4a2c8d2a3cb34b23a38996c68698a6beffc2c34,43.0,59.0,279.0,1.1156471548601985,52.884103852165765,False,False,NVIDIA RTX A6000,A,A,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
551974d66828cc96fca5d8cc,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_003,mcq,with_rag,AASM Scoring Version 3_searchable.pdf,a3881faa5cd04d5d411df472340ef1bcd97daa9baaf886c04053930e85a911b6,89.0,120.0,1977.0,2.3055721260607243,52.04781869263432,False,False,NVIDIA RTX A6000,A,A,invalid_option,1.0,1.0,,1.0,correct,False,False,,blinded_explicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
d3a4def93c18cb53858b6845,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_004,free_text_qa,with_rag,AASM Scoring Version 3_searchable.pdf,f876fd537547433939b9894c36c1b9b8ff5dfc5d7a9a5bc68411b9531d88110c,182.0,253.0,1842.0,4.844650260172784,52.22255197240528,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The response incorrectly claims that hypnagogic foot tremor is observed during Stage R sleep atonia, which contradicts standard criteria.",Original Gemini 3.8 Flash assessment / choice extraction,,,
376dfb3221720bb14bcacd24,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_004,free_text_qa,no_rag,AASM Scoring Version 3_searchable.pdf,5985181da688fbba5997df3ce9b3a8ad3443808cb111d8b083ff667d3367b028,156.0,222.0,144.0,4.24699739087373,52.27222424884235,False,False,NVIDIA RTX A6000,,,,0.0,0.5,,0.0,partial,True,False,True,,False,The response correctly identifies the wake-to-sleep transition period but omits light NREM sleep (specifically stages N1 and N2).,Original Gemini 3.8 Flash assessment / choice extraction,,,
3386f560e5517136b2323564,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_005,free_text_qa,no_rag,AASM Scoring Version 3_searchable.pdf,c1c6b2e13601c519edb329899190c3c435e3aa2ad0e3a03fb35b9e0e23f8ef62,176.0,239.0,141.0,4.402455586008728,54.28788441604194,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The response incorrectly misclassifies HH as a sleep disorder, misses key EEG features (paroxysmal bursts of high-amplitude 3-4.5 Hz waves), and refuses to state the sleep stages (N1 and N2).",Original Gemini 3.8 Flash assessment / choice extraction,,,
ec4a767aef18b9354c0219a1,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_3_005,free_text_qa,with_rag,AASM Scoring Version 3_searchable.pdf,69b2267077d32aa40dd5eecf73847f9671a79a1e0fd885792ebd5cb433195e8f,308.0,480.0,1769.0,8.859457506798208,54.17938961067055,False,False,NVIDIA RTX A6000,,,,1.0,1.0,,1.0,correct,False,False,True,,False,"The response accurately details the typical EEG features (diffuse, high-amplitude, sinusoidal, 75-350 uV, 3-4.5 Hz waves maximal over frontocentral regions) and stages of occurrence (N1 and N2).",Original Gemini 3.8 Flash assessment / choice extraction,,,
2d58d672a3659039d9fcfcf0,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_ahi_formula,free_text_qa,no_rag,AASM Scoring Version 3_searchable.pdf,7129753f1f81c77e3dae2a141847dbf026e2ea916505d73cfe16b944478ac6f4,107.0,167.0,145.0,3.0484801968559623,54.78139571719533,False,False,NVIDIA RTX A6000,,,,0.0,0.0,,0.0,incorrect,True,True,True,,False,"The provided formula incorrectly includes multiplying by 10,000 and calculates an erroneous AHI value.",Original Gemini 3.8 Flash assessment / choice extraction,,,
143e06571006c60fb32d03a1,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_ahi_formula,free_text_qa,with_rag,AASM Scoring Version 3_searchable.pdf,8c97fd814f0e679e53cb6d53b33777a706109bbbd29eefae6ee12f457f117223,96.0,134.0,1636.0,2.522753078490496,53.116573771135656,False,False,NVIDIA RTX A6000,,,,0.0,0.5,,0.0,partial,True,False,True,,False,"The response completely omits hypopneas from the formula for the Apnea-Hypopnea Index, though it correctly includes the apnea types and total sleep time.",Original Gemini 3.8 Flash assessment / choice extraction,,,
5a125255cb94bd10d5d49cc6,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_alma_criteria_01,criteria_qa,with_rag,AASM Scoring Version 3_searchable.pdf,f6e1938b70a1f135f996bc5c837144b946f30103ecf614b532622bdd50a7e6b0,250.0,342.0,1487.0,6.374222187325358,53.65360509083606,False,False,NVIDIA RTX A6000,,,,0.0,0.5,0.25,0.25,partial,True,False,True,,False,"The response identifies the wake-to-sleep transition and arousal association, but completely omits the specific criteria regarding burst count (minimum 4) and frequency range (0.5 to 3.0 Hz).",Original Gemini 3.8 Flash assessment / choice extraction,,,
c16d6c7ff7f9debc3e6a6aaa,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_alma_criteria_01,criteria_qa,no_rag,AASM Scoring Version 3_searchable.pdf,755f427dd4ffedda19484db31b8cd707a8fe15947f3b635d68da737d4759c692,801.0,1024.0,140.0,18.76904068607837,54.557929578123584,True,False,NVIDIA RTX A6000,,,,0.0,0.0,0.0,0.0,incorrect,True,True,True,,False,"The response fails to state any of the polysomnographic criteria for an ALMA series and degenerates into repetitive, fabricated text.",Original Gemini 3.8 Flash assessment / choice extraction,,,
9c597b0d48509c21cfee6722,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_alma_duration_001,mcq,no_rag,AASM Scoring Version 3_searchable.pdf,659fe3837a3bea7dafc6d3f9d6d38f211a58ac6acc43033e0286e5b4c0c8eeb3,20.0,30.0,194.0,0.5549907507374883,54.05495489814038,False,False,NVIDIA RTX A6000,B,B,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
f65a0272e2ce7ceb13cf85f4,meta-llama/Llama-3.2-1B-Instruct,NF4,aasm_alma_duration_001,mcq,with_rag,AASM Scoring Version 3_searchable.pdf,983e4c865f9c0443c06dd3e2d1d7969026ff04817aed3bfe92f63eac024e7fb1,22.0,33.0,1831.0,0.65085902903229,50.70222356608473,False,False,NVIDIA RTX A6000,B,B,unparsed_or_noncompliant,1.0,1.0,,1.0,correct,False,False,,blinded_implicit,False,,Original Gemini 3.8 Flash assessment / choice extraction,,,
