model_id,item_type,before,after,paired_n,before_pct,perfect_pct,delta_pp,ci_low_pp,ci_high_pp,p_unadjusted,interpretation
google/gemma-3-12b-it,free_text_qa,with_rag,perfect_retrieval,391,84.65473145780051,97.9539641943734,13.299232736572892,9.718670076726342,17.135549872122763,9.029018960445001e-12,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-12b-it,mcq,no_rag,perfect_retrieval,702,60.3988603988604,92.73504273504274,32.33618233618233,28.91737891737892,35.8974358974359,4.5647499802206254e-63,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-12b-it,mcq,with_rag,perfect_retrieval,702,84.61538461538461,92.73504273504274,8.11965811965812,5.27065527065527,10.968660968660968,2.9080967413009272e-08,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,criteria_qa,no_rag,perfect_retrieval,107,42.25745438362261,97.14434060228453,54.886886218661914,48.65523475745439,60.95252002670227,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,criteria_qa,with_rag,perfect_retrieval,107,93.41900311526481,97.14434060228453,3.72533748701973,-0.05198598130841118,7.9442497403945955,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,free_text_qa,no_rag,perfect_retrieval,398,27.386934673366838,98.49246231155779,71.10552763819096,66.58291457286433,75.37688442211055,9.201259191174102e-84,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,free_text_qa,with_rag,perfect_retrieval,398,87.1859296482412,98.49246231155779,11.306532663316583,8.040201005025125,14.824120603015075,7.053979622639872e-11,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,mcq,no_rag,perfect_retrieval,702,65.66951566951566,98.14814814814815,32.47863247863248,29.05982905982906,35.8974358974359,2.6775831900274823e-67,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-3-27b-it,mcq,with_rag,perfect_retrieval,702,88.74643874643876,98.14814814814815,9.401709401709402,7.264957264957265,11.68091168091168,2.710505431213761e-20,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,criteria_qa,no_rag,perfect_retrieval,107,35.04116599910992,98.5202492211838,63.47908322207388,58.099632843791724,68.77508900756563,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,criteria_qa,with_rag,perfect_retrieval,106,90.95911949685535,98.50628930817611,7.547169811320755,3.537735849056604,12.09119496855346,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,free_text_qa,no_rag,perfect_retrieval,399,21.052631578947366,98.99749373433583,77.94486215538848,73.93483709273183,81.95488721804512,4.794036587204811e-94,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,free_text_qa,with_rag,perfect_retrieval,399,86.71679197994987,98.99749373433583,12.280701754385964,8.771929824561404,15.789473684210526,5.910882894255564e-12,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,mcq,no_rag,perfect_retrieval,702,60.826210826210826,96.29629629629629,35.47008547008547,31.90883190883191,39.03133903133903,1.392841264565632e-73,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
google/gemma-4-12B-it,mcq,with_rag,perfect_retrieval,702,94.01709401709401,96.29629629629629,2.2792022792022792,0.14245014245014245,4.415954415954416,0.047940324071666984,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,criteria_qa,no_rag,perfect_retrieval,105,24.559334845049126,97.95238095238096,73.39304610733181,68.00827664399092,78.56935941043083,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,criteria_qa,with_rag,perfect_retrieval,105,91.12698412698414,97.95238095238096,6.825396825396825,2.5476190476190474,11.77003968253968,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,free_text_qa,no_rag,perfect_retrieval,393,9.923664122137405,96.18320610687023,86.25954198473282,82.69720101781171,89.82188295165395,6.5852370237773806e-99,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,free_text_qa,with_rag,perfect_retrieval,393,82.95165394402035,96.18320610687023,13.231552162849871,9.414758269720101,17.048346055979643,2.3834933267526115e-11,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,mcq,no_rag,perfect_retrieval,702,49.14529914529914,96.58119658119658,47.43589743589743,43.732193732193736,51.13960113960114,1.1596535761814097e-95,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.1-8B-Instruct,mcq,with_rag,perfect_retrieval,702,82.62108262108262,96.58119658119658,13.96011396011396,11.253561253561253,16.80911680911681,3.497855888988012e-24,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,criteria_qa,no_rag,perfect_retrieval,110,4.659451659451659,90.43663911845731,85.77718745900566,81.8306727994228,89.39106486947395,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,criteria_qa,with_rag,perfect_retrieval,110,73.25147579693035,90.43663911845731,17.185163321526957,10.678743604879967,24.05642955529319,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,free_text_qa,no_rag,perfect_retrieval,373,4.557640750670242,69.70509383378017,65.14745308310992,60.05361930294906,69.97319034852546,2.7086561963416345e-70,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,free_text_qa,with_rag,perfect_retrieval,374,57.48663101604278,69.78609625668449,12.299465240641712,6.149732620320855,18.449197860962567,0.00021507659441552787,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,mcq,no_rag,perfect_retrieval,702,33.61823361823362,69.65811965811966,36.039886039886035,31.90883190883191,40.17094017094017,1.0348913238005816e-53,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
meta-llama/Llama-3.2-1B-Instruct,mcq,with_rag,perfect_retrieval,702,52.42165242165242,69.65811965811966,17.236467236467238,13.105413105413106,21.367521367521366,2.7217322651713904e-15,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,criteria_qa,no_rag,perfect_retrieval,107,41.67185877466251,98.3748701973001,56.70301142263759,50.25960539979232,62.99331516095534,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,criteria_qa,with_rag,perfect_retrieval,107,93.89408099688474,98.3748701973001,4.480789200415368,0.7553868120456906,8.639667705088264,,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,free_text_qa,no_rag,perfect_retrieval,398,27.386934673366838,98.74371859296483,71.35678391959799,66.58291457286433,75.87939698492463,1.6736398765694606e-82,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,free_text_qa,with_rag,perfect_retrieval,398,88.94472361809045,98.74371859296483,9.798994974874372,6.532663316582915,13.06532663316583,7.59715845788378e-09,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,mcq,no_rag,perfect_retrieval,702,69.23076923076923,95.01424501424502,25.783475783475783,22.507122507122507,29.05982905982906,3.0016400552793213e-53,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
microsoft/phi-4,mcq,with_rag,perfect_retrieval,702,87.03703703703704,95.01424501424502,7.977207977207977,5.698005698005698,10.398860398860398,5.765519304519332e-12,Descriptive comparison across different judges; cannot isolate retrieval from judge effects.
