blind_id,component_index,status,score
4dda8ca86f83526c594c1fb4,0,covered,1.0
4dda8ca86f83526c594c1fb4,1,covered,1.0
c26a37c0016b2e014017a800,0,covered,1.0
c26a37c0016b2e014017a800,1,covered,1.0
79b8292bfc6178975abdfaf4,0,covered,1.0
79b8292bfc6178975abdfaf4,1,covered,1.0
79b8292bfc6178975abdfaf4,2,covered,1.0
79b8292bfc6178975abdfaf4,3,covered,1.0
79b8292bfc6178975abdfaf4,4,covered,1.0
79b8292bfc6178975abdfaf4,5,covered,1.0
79b8292bfc6178975abdfaf4,6,covered,1.0
5ee01d65d1f3eaaa71a65f6b,0,covered,1.0
5ee01d65d1f3eaaa71a65f6b,1,covered,1.0
5ee01d65d1f3eaaa71a65f6b,2,covered,1.0
5ee01d65d1f3eaaa71a65f6b,3,covered,1.0
ad7b7cf3902e425abf662a33,0,covered,1.0
ad7b7cf3902e425abf662a33,1,covered,1.0
ad7b7cf3902e425abf662a33,2,covered,1.0
ad7b7cf3902e425abf662a33,3,covered,1.0
ad7b7cf3902e425abf662a33,4,covered,1.0
283a05b052658803bbf1d10c,0,covered,1.0
283a05b052658803bbf1d10c,1,covered,1.0
283a05b052658803bbf1d10c,2,covered,1.0
283a05b052658803bbf1d10c,3,covered,1.0
283a05b052658803bbf1d10c,4,covered,1.0
5c2cb98814c95104518c7170,0,covered,1.0
5c2cb98814c95104518c7170,1,covered,1.0
40fe8e721006e713e2aa2c17,0,covered,1.0
40fe8e721006e713e2aa2c17,1,covered,1.0
40fe8e721006e713e2aa2c17,2,covered,1.0
5330926fb2f924730903355f,0,partial,0.5
5330926fb2f924730903355f,1,covered,1.0
5330926fb2f924730903355f,2,covered,1.0
5330926fb2f924730903355f,3,covered,1.0
5330926fb2f924730903355f,4,covered,1.0
f444dfab56ec5350dc0b9c7e,0,covered,1.0
f444dfab56ec5350dc0b9c7e,1,covered,1.0
f444dfab56ec5350dc0b9c7e,2,covered,1.0
cd999887e6a2ed167725d1b3,0,covered,1.0
cd999887e6a2ed167725d1b3,1,covered,1.0
cd999887e6a2ed167725d1b3,2,covered,1.0
25beac0ad95880b2dbff7371,0,covered,1.0
25beac0ad95880b2dbff7371,1,covered,1.0
14c2537e12488c7252e1839b,0,covered,1.0
14c2537e12488c7252e1839b,1,covered,1.0
14c2537e12488c7252e1839b,2,covered,1.0
14c2537e12488c7252e1839b,3,covered,1.0
b77ca895271312f03403a251,0,covered,1.0
b77ca895271312f03403a251,1,covered,1.0
b77ca895271312f03403a251,2,covered,1.0
b77ca895271312f03403a251,3,covered,1.0
35e24d3deaa40fbb4269d7a3,0,covered,1.0
35e24d3deaa40fbb4269d7a3,1,covered,1.0
35e24d3deaa40fbb4269d7a3,2,covered,1.0
35e24d3deaa40fbb4269d7a3,3,covered,1.0
857ae9a7cda8a65ce7967feb,0,covered,1.0
857ae9a7cda8a65ce7967feb,1,covered,1.0
857ae9a7cda8a65ce7967feb,2,covered,1.0
de0da275dbac6c9b26074c80,0,covered,1.0
de0da275dbac6c9b26074c80,1,covered,1.0
de0da275dbac6c9b26074c80,2,covered,1.0
de0da275dbac6c9b26074c80,3,covered,1.0
b9fc9fc1d909430436a207d5,0,covered,1.0
b9fc9fc1d909430436a207d5,1,covered,1.0
b9fc9fc1d909430436a207d5,2,covered,1.0
b9fc9fc1d909430436a207d5,3,covered,1.0
44eea023fe03a6fd7050d42f,0,covered,1.0
44eea023fe03a6fd7050d42f,1,covered,1.0
44eea023fe03a6fd7050d42f,2,partial,0.5
44eea023fe03a6fd7050d42f,3,covered,1.0
44eea023fe03a6fd7050d42f,4,covered,1.0
d05227df302a35f848ae98da,0,covered,1.0
d05227df302a35f848ae98da,1,covered,1.0
d05227df302a35f848ae98da,2,covered,1.0
d05227df302a35f848ae98da,3,covered,1.0
2a34dbe50c85b9a46e8f2a03,0,covered,1.0
2a34dbe50c85b9a46e8f2a03,1,covered,1.0
2a34dbe50c85b9a46e8f2a03,2,covered,1.0
2a34dbe50c85b9a46e8f2a03,3,covered,1.0
2a34dbe50c85b9a46e8f2a03,4,covered,1.0
98c5c3c132275c4348bce1af,0,covered,1.0
98c5c3c132275c4348bce1af,1,covered,1.0
98c5c3c132275c4348bce1af,2,covered,1.0
ad195d7bbb4f8ddaa1725438,0,covered,1.0
ad195d7bbb4f8ddaa1725438,1,covered,1.0
ad195d7bbb4f8ddaa1725438,2,covered,1.0
8e56f90b806a0e12f7ea58ea,0,covered,1.0
8e56f90b806a0e12f7ea58ea,1,covered,1.0
8e56f90b806a0e12f7ea58ea,2,covered,1.0
40e76b2812edb35e666de3db,0,covered,1.0
40e76b2812edb35e666de3db,1,covered,1.0
40e76b2812edb35e666de3db,2,covered,1.0
1b0ff8e9ad462b395c22a0da,0,covered,1.0
1b0ff8e9ad462b395c22a0da,1,covered,1.0
1b0ff8e9ad462b395c22a0da,2,covered,1.0
1b0ff8e9ad462b395c22a0da,3,covered,1.0
1b0ff8e9ad462b395c22a0da,4,covered,1.0
1b0ff8e9ad462b395c22a0da,5,covered,1.0
d57a997f8251a4ee4230100d,0,covered,1.0
d57a997f8251a4ee4230100d,1,covered,1.0
d57a997f8251a4ee4230100d,2,covered,1.0
d57a997f8251a4ee4230100d,3,covered,1.0
d57a997f8251a4ee4230100d,4,covered,1.0
2c4fea60083389777b8debfc,0,covered,1.0
2c4fea60083389777b8debfc,1,covered,1.0
2c4fea60083389777b8debfc,2,covered,1.0
2c4fea60083389777b8debfc,3,covered,1.0
e8292aa0f8cc1b2b0df46aad,0,covered,1.0
e8292aa0f8cc1b2b0df46aad,1,covered,1.0
e8292aa0f8cc1b2b0df46aad,2,partial,0.5
e8292aa0f8cc1b2b0df46aad,3,covered,1.0
416130a120413c76f1468cfb,0,covered,1.0
416130a120413c76f1468cfb,1,covered,1.0
416130a120413c76f1468cfb,2,covered,1.0
3a669554c04df0003ad39cae,0,covered,1.0
3a669554c04df0003ad39cae,1,covered,1.0
3a669554c04df0003ad39cae,2,covered,1.0
3a669554c04df0003ad39cae,3,covered,1.0
d07fced355e9f77c459fbd4b,0,covered,1.0
d07fced355e9f77c459fbd4b,1,covered,1.0
d07fced355e9f77c459fbd4b,2,covered,1.0
d07fced355e9f77c459fbd4b,3,covered,1.0
b66989ffb21273a04fc9f867,0,covered,1.0
b66989ffb21273a04fc9f867,1,covered,1.0
b66989ffb21273a04fc9f867,2,covered,1.0
b66989ffb21273a04fc9f867,3,covered,1.0
b66989ffb21273a04fc9f867,4,covered,1.0
32107c604208bf2448f41532,0,covered,1.0
32107c604208bf2448f41532,1,covered,1.0
32107c604208bf2448f41532,2,covered,1.0
32107c604208bf2448f41532,3,covered,1.0
32107c604208bf2448f41532,4,covered,1.0
58cd5f145bd888440279068b,0,covered,1.0
58cd5f145bd888440279068b,1,covered,1.0
58cd5f145bd888440279068b,2,covered,1.0
58cd5f145bd888440279068b,3,covered,1.0
58cd5f145bd888440279068b,4,covered,1.0
cc18b6d854dd52b3e76c0000,0,covered,1.0
cc18b6d854dd52b3e76c0000,1,covered,1.0
cc18b6d854dd52b3e76c0000,2,covered,1.0
0286a0d6332c168875f866a8,0,covered,1.0
0286a0d6332c168875f866a8,1,covered,1.0
0286a0d6332c168875f866a8,2,covered,1.0
0286a0d6332c168875f866a8,3,covered,1.0
0286a0d6332c168875f866a8,4,covered,1.0
5e7b03b45afbdaf8d58fc1b8,0,covered,1.0
5e7b03b45afbdaf8d58fc1b8,1,covered,1.0
5e7b03b45afbdaf8d58fc1b8,2,covered,1.0
5e7b03b45afbdaf8d58fc1b8,3,covered,1.0
5e7b03b45afbdaf8d58fc1b8,4,covered,1.0
52cd202b8bc4da0f3c420aba,0,covered,1.0
52cd202b8bc4da0f3c420aba,1,covered,1.0
52cd202b8bc4da0f3c420aba,2,covered,1.0
8ea53129a6f24f469d2fca5a,0,covered,1.0
8ea53129a6f24f469d2fca5a,1,covered,1.0
8ea53129a6f24f469d2fca5a,2,covered,1.0
f8c9d1c9182e9787d46f6727,0,covered,1.0
f8c9d1c9182e9787d46f6727,1,covered,1.0
f8c9d1c9182e9787d46f6727,2,covered,1.0
f8c9d1c9182e9787d46f6727,3,covered,1.0
f8c9d1c9182e9787d46f6727,4,covered,1.0
60b499a67a72b5d717d62aa3,0,covered,1.0
60b499a67a72b5d717d62aa3,1,covered,1.0
60b499a67a72b5d717d62aa3,2,covered,1.0
60b499a67a72b5d717d62aa3,3,covered,1.0
60b499a67a72b5d717d62aa3,4,partial,0.5
0f75b2b05ed1ccc32054243a,0,covered,1.0
0f75b2b05ed1ccc32054243a,1,covered,1.0
0f75b2b05ed1ccc32054243a,2,covered,1.0
01eb42c7296549211e3a9892,0,covered,1.0
01eb42c7296549211e3a9892,1,covered,1.0
01eb42c7296549211e3a9892,2,covered,1.0
e2cef12fa63e7b64b771b4be,0,covered,1.0
e2cef12fa63e7b64b771b4be,1,covered,1.0
e2cef12fa63e7b64b771b4be,2,covered,1.0
e2cef12fa63e7b64b771b4be,3,covered,1.0
e2cef12fa63e7b64b771b4be,4,covered,1.0
e2cef12fa63e7b64b771b4be,5,covered,1.0
d725ed24080692487139c7ba,0,covered,1.0
d725ed24080692487139c7ba,1,covered,1.0
d725ed24080692487139c7ba,2,covered,1.0
d725ed24080692487139c7ba,3,covered,1.0
8f3dc7ceec8f1f7c5d16e884,0,covered,1.0
8f3dc7ceec8f1f7c5d16e884,1,covered,1.0
8f3dc7ceec8f1f7c5d16e884,2,covered,1.0
ead2a17e80a1f01f2955a6d2,0,covered,1.0
ead2a17e80a1f01f2955a6d2,1,covered,1.0
ead2a17e80a1f01f2955a6d2,2,covered,1.0
ead2a17e80a1f01f2955a6d2,3,covered,1.0
ead2a17e80a1f01f2955a6d2,4,covered,1.0
7dc01af9a25ae0e254ab341b,0,covered,1.0
7dc01af9a25ae0e254ab341b,1,covered,1.0
7dc01af9a25ae0e254ab341b,2,covered,1.0
7dc01af9a25ae0e254ab341b,3,covered,1.0
cedd5c7c105e9ba8ad802c88,0,partial,0.5
cedd5c7c105e9ba8ad802c88,1,covered,1.0
cedd5c7c105e9ba8ad802c88,2,covered,1.0
cedd5c7c105e9ba8ad802c88,3,covered,1.0
cedd5c7c105e9ba8ad802c88,4,covered,1.0
cedd5c7c105e9ba8ad802c88,5,covered,1.0
09148ae255428567b4e28be6,0,covered,1.0
09148ae255428567b4e28be6,1,covered,1.0
09148ae255428567b4e28be6,2,covered,1.0
09148ae255428567b4e28be6,3,covered,1.0
84d2a074e2a3bd9086161f25,0,covered,1.0
84d2a074e2a3bd9086161f25,1,covered,1.0
84d2a074e2a3bd9086161f25,2,covered,1.0
84d2a074e2a3bd9086161f25,3,covered,1.0
84d2a074e2a3bd9086161f25,4,covered,1.0
84d2a074e2a3bd9086161f25,5,covered,1.0
84d2a074e2a3bd9086161f25,6,covered,1.0
84d2a074e2a3bd9086161f25,7,covered,1.0
84d2a074e2a3bd9086161f25,8,covered,1.0
a5ad4db9c36f261e601e5a48,0,covered,1.0
a5ad4db9c36f261e601e5a48,1,covered,1.0
a5ad4db9c36f261e601e5a48,2,covered,1.0
a5ad4db9c36f261e601e5a48,3,covered,1.0
a5ad4db9c36f261e601e5a48,4,covered,1.0
6f3cb5e01f9d3a05f49919fe,0,covered,1.0
6f3cb5e01f9d3a05f49919fe,1,covered,1.0
6f3cb5e01f9d3a05f49919fe,2,covered,1.0
6f3cb5e01f9d3a05f49919fe,3,covered,1.0
651b2f27fdbe8f22fdfd8eff,0,covered,1.0
651b2f27fdbe8f22fdfd8eff,1,covered,1.0
651b2f27fdbe8f22fdfd8eff,2,covered,1.0
08c5d1a2df5232cce1a0afda,0,covered,1.0
08c5d1a2df5232cce1a0afda,1,covered,1.0
08c5d1a2df5232cce1a0afda,2,covered,1.0
08c5d1a2df5232cce1a0afda,3,covered,1.0
50a5aa889701da8e28f57926,0,covered,1.0
50a5aa889701da8e28f57926,1,covered,1.0
f658b2e0cb09cd15420dad68,0,covered,1.0
f658b2e0cb09cd15420dad68,1,covered,1.0
f658b2e0cb09cd15420dad68,2,covered,1.0
f658b2e0cb09cd15420dad68,3,covered,1.0
8eb7dac5f1fe9617405c3404,0,covered,1.0
8eb7dac5f1fe9617405c3404,1,covered,1.0
8eb7dac5f1fe9617405c3404,2,covered,1.0
efbe1f1bce34729c5a0816f5,0,covered,1.0
efbe1f1bce34729c5a0816f5,1,covered,1.0
f5ba19165f3e49282830c0ad,0,covered,1.0
f5ba19165f3e49282830c0ad,1,covered,1.0
f5ba19165f3e49282830c0ad,2,covered,1.0
f5ba19165f3e49282830c0ad,3,covered,1.0
95318348eb3a7ab62c713c61,0,covered,1.0
95318348eb3a7ab62c713c61,1,covered,1.0
95318348eb3a7ab62c713c61,2,covered,1.0
95318348eb3a7ab62c713c61,3,covered,1.0
2a012e1fbf84f9836da8f969,0,covered,1.0
2a012e1fbf84f9836da8f969,1,covered,1.0
2a012e1fbf84f9836da8f969,2,covered,1.0
a296a3645872157611110df6,0,covered,1.0
a296a3645872157611110df6,1,covered,1.0
a296a3645872157611110df6,2,covered,1.0
a296a3645872157611110df6,3,covered,1.0
a296a3645872157611110df6,4,covered,1.0
4f4d23ad42d8fccdc14abcac,0,covered,1.0
4f4d23ad42d8fccdc14abcac,1,covered,1.0
4f4d23ad42d8fccdc14abcac,2,covered,1.0
4f4d23ad42d8fccdc14abcac,3,covered,1.0
f592d284c09728eba4b8cc46,0,contradicted,0.0
f592d284c09728eba4b8cc46,1,contradicted,0.0
e0be433fc953a97e05fd3819,0,covered,1.0
e0be433fc953a97e05fd3819,1,covered,1.0
e0be433fc953a97e05fd3819,2,covered,1.0
9c49af73ba61dded50f43111,0,covered,1.0
9c49af73ba61dded50f43111,1,covered,1.0
9c49af73ba61dded50f43111,2,covered,1.0
f4010a2b315060d84406e254,0,covered,1.0
f4010a2b315060d84406e254,1,covered,1.0
f4010a2b315060d84406e254,2,covered,1.0
f4010a2b315060d84406e254,3,covered,1.0
fc766aba9f2216c3899ff3a6,0,covered,1.0
fc766aba9f2216c3899ff3a6,1,covered,1.0
fc766aba9f2216c3899ff3a6,2,covered,1.0
25849e37824bfe016fabd9fc,0,covered,1.0
25849e37824bfe016fabd9fc,1,covered,1.0
25849e37824bfe016fabd9fc,2,covered,1.0
25849e37824bfe016fabd9fc,3,covered,1.0
f9b755754ee0532fbbf8ab28,0,covered,1.0
f9b755754ee0532fbbf8ab28,1,covered,1.0
f9b755754ee0532fbbf8ab28,2,covered,1.0
7b43be40b87f1e652f77aa50,0,covered,1.0
7b43be40b87f1e652f77aa50,1,covered,1.0
55b60cc2a7ac8d1eab1f1cfb,0,covered,1.0
55b60cc2a7ac8d1eab1f1cfb,1,covered,1.0
55b60cc2a7ac8d1eab1f1cfb,2,covered,1.0
55b60cc2a7ac8d1eab1f1cfb,3,covered,1.0
2216b077c3cb7adbe7517744,0,partial,0.5
2216b077c3cb7adbe7517744,1,covered,1.0
2216b077c3cb7adbe7517744,2,covered,1.0
53d0f25d252ba59ed9fd558f,0,covered,1.0
53d0f25d252ba59ed9fd558f,1,covered,1.0
53d0f25d252ba59ed9fd558f,2,covered,1.0
53d0f25d252ba59ed9fd558f,3,covered,1.0
026feda26b8d97375cbc3ef5,0,covered,1.0
026feda26b8d97375cbc3ef5,1,covered,1.0
aec5be15db977c40dea12c56,0,covered,1.0
aec5be15db977c40dea12c56,1,covered,1.0
aec5be15db977c40dea12c56,2,covered,1.0
419dfe1df8a5e4ead348e136,0,covered,1.0
419dfe1df8a5e4ead348e136,1,covered,1.0
419dfe1df8a5e4ead348e136,2,covered,1.0
f9e96c63d8bda3c94a17aac2,0,covered,1.0
f9e96c63d8bda3c94a17aac2,1,covered,1.0
f9e96c63d8bda3c94a17aac2,2,covered,1.0
0ced25c15286fce2b2af9c26,0,covered,1.0
0ced25c15286fce2b2af9c26,1,covered,1.0
0ced25c15286fce2b2af9c26,2,covered,1.0
3127a8830f669cc4656e081a,0,covered,1.0
3127a8830f669cc4656e081a,1,covered,1.0
3127a8830f669cc4656e081a,2,covered,1.0
9707afabd30d2845e813eef3,0,covered,1.0
9707afabd30d2845e813eef3,1,covered,1.0
9707afabd30d2845e813eef3,2,covered,1.0
9707afabd30d2845e813eef3,3,covered,1.0
87d3841b5ecff879565e8691,0,covered,1.0
87d3841b5ecff879565e8691,1,covered,1.0
587469e9f5885e908273a7a4,0,covered,1.0
587469e9f5885e908273a7a4,1,covered,1.0
587469e9f5885e908273a7a4,2,covered,1.0
f50ae0542c1aa9ac5820f562,0,covered,1.0
f50ae0542c1aa9ac5820f562,1,covered,1.0
e544fd5b860d357c03bb0d8f,0,covered,1.0
e544fd5b860d357c03bb0d8f,1,covered,1.0
e544fd5b860d357c03bb0d8f,2,covered,1.0
667d25362cedacfea3a46e52,0,covered,1.0
667d25362cedacfea3a46e52,1,covered,1.0
667d25362cedacfea3a46e52,2,covered,1.0
2885618bf43e882b4f6a9a25,0,covered,1.0
2885618bf43e882b4f6a9a25,1,covered,1.0
2885618bf43e882b4f6a9a25,2,covered,1.0
2885618bf43e882b4f6a9a25,3,covered,1.0
2830a70df4849fe857f4ac6c,0,covered,1.0
2830a70df4849fe857f4ac6c,1,covered,1.0
2830a70df4849fe857f4ac6c,2,covered,1.0
fef6a7a2bf756510097be8e5,0,covered,1.0
fef6a7a2bf756510097be8e5,1,covered,1.0
fef6a7a2bf756510097be8e5,2,covered,1.0
fef6a7a2bf756510097be8e5,3,covered,1.0
fef6a7a2bf756510097be8e5,4,covered,1.0
623aa5fc3cafcdaa859f0ed1,0,covered,1.0
623aa5fc3cafcdaa859f0ed1,1,covered,1.0
623aa5fc3cafcdaa859f0ed1,2,covered,1.0
2b0102ead7499fec53fe1647,0,covered,1.0
2b0102ead7499fec53fe1647,1,covered,1.0
2b0102ead7499fec53fe1647,2,covered,1.0
0748007e826e51bbb5a4fd99,0,covered,1.0
0748007e826e51bbb5a4fd99,1,covered,1.0
0748007e826e51bbb5a4fd99,2,covered,1.0
0748007e826e51bbb5a4fd99,3,covered,1.0
3ee15f1bd213c10e5c0f3d11,0,covered,1.0
3ee15f1bd213c10e5c0f3d11,1,covered,1.0
3ee15f1bd213c10e5c0f3d11,2,covered,1.0
0d81156f19375bb9e9cd5d3f,0,covered,1.0
0d81156f19375bb9e9cd5d3f,1,covered,1.0
0d81156f19375bb9e9cd5d3f,2,covered,1.0
4ffe66176a6556bf633d592b,0,covered,1.0
4ffe66176a6556bf633d592b,1,covered,1.0
4ffe66176a6556bf633d592b,2,covered,1.0
197b2fb908c8d3bcc149e31b,0,covered,1.0
197b2fb908c8d3bcc149e31b,1,covered,1.0
8ea5f444dd3e93ff44426bac,0,covered,1.0
8ea5f444dd3e93ff44426bac,1,covered,1.0
8ea5f444dd3e93ff44426bac,2,covered,1.0
c9a7921a1a237cda98006ba0,0,covered,1.0
c9a7921a1a237cda98006ba0,1,covered,1.0
c9a7921a1a237cda98006ba0,2,covered,1.0
25bc5bdcb8e6c27574a74851,0,covered,1.0
25bc5bdcb8e6c27574a74851,1,covered,1.0
25bc5bdcb8e6c27574a74851,2,covered,1.0
25bc5bdcb8e6c27574a74851,3,covered,1.0
ba01239549bbf57a8ab93323,0,covered,1.0
ba01239549bbf57a8ab93323,1,covered,1.0
ba01239549bbf57a8ab93323,2,covered,1.0
ba01239549bbf57a8ab93323,3,covered,1.0
5c24750ddbc95a635776a60d,0,covered,1.0
5c24750ddbc95a635776a60d,1,covered,1.0
5c24750ddbc95a635776a60d,2,covered,1.0
c6b97494270438eb4e25a83c,0,covered,1.0
c6b97494270438eb4e25a83c,1,covered,1.0
c6b97494270438eb4e25a83c,2,covered,1.0
e7f177de98a75f4af30ef9e1,0,covered,1.0
e7f177de98a75f4af30ef9e1,1,covered,1.0
0d3d72b25e7364a0fd5c9139,0,covered,1.0
0d3d72b25e7364a0fd5c9139,1,covered,1.0
dd572d171b04e5d0864728e7,0,covered,1.0
dd572d171b04e5d0864728e7,1,covered,1.0
b3f32f6cb6e587a2d5b58124,0,covered,1.0
b3f32f6cb6e587a2d5b58124,1,covered,1.0
b3f32f6cb6e587a2d5b58124,2,covered,1.0
b3f32f6cb6e587a2d5b58124,3,covered,1.0
b3f32f6cb6e587a2d5b58124,4,covered,1.0
1cd6b8268ef1f53656af21b8,0,partial,0.5
1cd6b8268ef1f53656af21b8,1,partial,0.5
1bd74d11643f8756310bcfe8,0,covered,1.0
1bd74d11643f8756310bcfe8,1,covered,1.0
5c21cca0cc727a67900372f3,0,covered,1.0
5c21cca0cc727a67900372f3,1,covered,1.0
5c21cca0cc727a67900372f3,2,covered,1.0
5c21cca0cc727a67900372f3,3,covered,1.0
5c21cca0cc727a67900372f3,4,covered,1.0
5c21cca0cc727a67900372f3,5,covered,1.0
5c21cca0cc727a67900372f3,6,covered,1.0
15887faef48114327e908f73,0,covered,1.0
15887faef48114327e908f73,1,covered,1.0
15887faef48114327e908f73,2,covered,1.0
15887faef48114327e908f73,3,covered,1.0
d651326884e74d9637e8b016,0,covered,1.0
d651326884e74d9637e8b016,1,covered,1.0
d651326884e74d9637e8b016,2,covered,1.0
d651326884e74d9637e8b016,3,partial,0.5
d651326884e74d9637e8b016,4,covered,1.0
40c210e9a4c1cbb9340bb54e,0,covered,1.0
40c210e9a4c1cbb9340bb54e,1,covered,1.0
